# ra, dec, l, b
241.800915921482925,-27.371304567164387,347.696354783082484,18.028191325610702
223.235448374144255,-52.880608649398958,320.791907780237182,5.725787402037163
247.367291759080985,-20.384940531921441,356.752205520406847,18.997611629614422
212.845687380478182,-55.793935762801745,314.058928333290623,5.341114971009548
239.918649041566823,-64.026400215328778,321.837240333001830,-8.302256387773486
232.159844221794742,-35.216696143385292,335.778688126355178,17.439807856636001
236.280988808329425,-34.574447796518839,338.975322205998737,15.872032663473487
258.971984748466298,-39.773910362526891,347.585360015966899,-0.844032345622202
157.747716984322352,-69.428308751371276,291.094905759838070,-9.851181347162674
249.482477055968559,-18.527568037357145,359.604037083234743,18.623770460289609
172.994497675863499,-39.197126271443189,286.532934282522604,21.130973782293559
190.677082909379237,-50.265775270978651,301.502744963039731,12.581748894703143
240.326575323391921,-24.037538070634294,349.190834185069036,21.329475607524369
250.340008436449608,-38.592419079923296,344.362447919680278,5.136136094922892
197.016639675418219,-37.646623706831626,306.566251546350429,25.107755259557507
249.618996537482104,-19.523984371327359,358.866685620780117,17.903201019918729
246.105798215877059,-16.591587231428964,359.050147439619423,22.344189300106354
255.915426657499182,-42.976027979884883,343.647192508415515,-0.904817529147550
193.281657544980646,-64.409331138572981,303.114339283285290,-1.538179272739888
250.972512079639273,-22.441197903884085,357.307092993050105,15.097637974709958
226.157622956056514,-46.476006382489530,325.542548432260901,10.465754922152019
173.647899720940472,-64.617605287242000,294.812200438196669,-2.964201113502959
260.722122833210051,-33.817287298633801,353.268682794008782,1.424353537211600
163.271793502183613,-66.990927764568710,291.725949379580243,-6.730183732317487
238.285144480214115,-19.141043508161385,351.490649724368780,26.140668228461845
243.614072406865745,-39.145559882393130,340.332063414621985,8.557813614430264
252.204297102244766,-25.069244777573271,355.907921164360175,12.581283849764848
233.411808858137505,-34.805570374167644,336.896876989271163,17.155787099591162
193.630661476412968,-32.816670850797358,303.680671171918334,30.050594487386970
172.169697505376121,-67.504839678240515,295.121449713594473,-5.896705547453805
224.647669572846723,-25.705248870150289,335.776463453554527,28.936989975350741
264.431598142409030,-34.754615157691397,354.173688173089147,-1.650030944389178
233.817260842263181,-36.839041706838941,335.887572954405869,15.338040943994461
226.541630828084863,-27.125671978930640,336.511311104819981,26.822135549221258
174.527484065451063,-34.544628407604392,286.189353263348551,25.931841842628792
239.252770852638776,-63.402960036464997,322.023974922927323,-7.637862102684077
202.383331757235055,-46.038123406520469,309.805711219658349,16.324564254871905
261.366917026916781,-43.018789459377558,345.939511154282172,-4.168326923114609
260.743392629960795,-26.877691996415667,359.022483800425960,5.320454126219002
248.452815729438981,-19.720786704572237,357.979428285122140,18.634966267759452
251.095619313614606,-22.086263169751540,357.668556209180451,15.228948120230935
183.637043028599408,-36.044565420013768,294.625706557315084,26.231496607554856
191.979312497835991,-57.804511144590286,302.461133804919257,5.064020564124069
229.864557222687722,-51.076534466221489,325.250551285492577,5.266527550224776
230.558318781350891,-17.944905706415767,346.227520255596687,31.967914691875542
211.454173537125200,-29.506560229186753,321.747475471112182,30.633194856213393
255.441357515427512,-48.283787990200715,339.234463897640978,-3.879383877519168
245.921815491541565,-22.212541510032143,354.359007062716159,18.830022770338999
262.854014260760721,-36.745756281534774,351.805552720621279,-1.651785249284240
205.305462692507348,-63.893770314951993,308.375816282565381,-1.549470513036861
233.729272856303396,-47.784133141355788,329.200542078154513,6.574852355169101
259.505679687786142,-43.577796206390147,344.709423076818950,-3.367869137413625
178.751720106775849,-42.336434235010316,291.924439299362689,19.325978692072066
180.724143056122102,-43.401871390146411,293.658342453572232,18.594097310833256
196.321968261523239,-44.696056114371515,305.520753475637434,18.106064140428071
252.149847559638374,-49.056861438042240,337.266586553476316,-2.670376831300336
185.617181444327514,-49.520201538645175,298.112290559998314,13.080261635083493
202.438818130798609,-47.418241535780105,309.624938373129623,14.954940112916901
245.364082065102934,-24.630759436174095,352.100637796047579,17.601982366211544
241.551496434971142,-52.343035836768493,330.249135169911824,-0.119154223574532
226.319069324665207,-45.189042244033196,326.295838270818763,11.525067377152313
202.970945970454295,-35.087977233339480,312.214796679083861,27.053671603678989
243.797794620260163,-35.695324818609357,342.889458548571213,10.918587608055953
242.895060185374263,-48.816415419356204,333.260753469978852,1.904945401258383
207.424416018321097,-37.209494192035173,315.618628208519283,24.222830562536210
234.124542631244935,-17.696485588890578,349.393748426177183,29.914751144405191
195.117686438423647,-68.371570372294784,303.767946182367155,-5.514484307678382
226.258035771895237,-23.858171616073893,338.341606620608445,29.675831429957501
176.034746761240086,-54.875962715859046,293.278555211448975,6.729476282880713
225.124825721327539,-38.588702430750693,328.906829740852402,17.687503443412890
190.215609105853531,-59.873786166537357,301.603510874551830,2.970683655261716
247.105734773879533,-23.767933206252486,353.880767265688235,16.986140148515378
198.417365909095054,-58.207794086618733,305.865920588347763,4.537251785419397
214.497226812868547,-36.188209752693204,321.865378458062025,23.481123425816740
243.924784195201369,-27.598868032415567,348.907741403555008,16.523606789441381
229.396542749426231,-27.810576147338409,338.393725206131649,24.818539029253568
258.233873618959024,-29.619971478488701,355.493142327066437,5.567460301196493
269.304993198521231,-32.403900123961400,358.287303822445381,-3.913293041838323
182.966603290481828,-55.954949649483147,297.376687478363522,6.489390128565974
248.860270701942113,-43.666403376357060,339.824789781737593,2.588304123907633
213.322806468146268,-32.400024107628688,322.345517286688960,27.367380059848866
156.520776702385660,-59.117312857905603,285.219952299400575,-1.338390554996149
265.567238179529227,-30.494800316652118,358.291269083172267,-0.197195413774041
238.124716082221198,-32.403857616227121,341.659338410125542,16.529400581490098
243.705949622413272,-57.200857740876550,327.853335926003240,-4.524681679325191
242.554429826831409,-47.758123448085371,333.815971807115659,2.834253367320210
159.876917537067953,-56.152184306923161,285.268497314626927,2.127242446488120
251.445374207284601,-30.429926885492279,351.229150142240883,9.731487314668030
181.574673696999980,-59.014292895364697,297.139983740593948,3.348905359866063
232.652942266544756,-16.590451280615550,349.050208651323999,31.679291148100923
178.745818497375524,-41.239643772416144,291.650853252366119,20.392168048730152
171.707955883483038,-62.819911378844857,293.441452318835161,-1.517590270720616
269.983704370999419,-37.271116816984929,354.307730620681468,-6.794960447874087
243.869165868732722,-45.131996315253005,336.282101488370984,4.121669616464378
210.959684672555710,-65.804066769741510,310.265201102535229,-3.968439794820634
245.070079854927258,-28.109677700733446,349.246523806012931,15.437238651563520
221.513994054104018,-46.784671097763571,322.522473038227531,11.680937749050678
179.215349170671317,-67.235726329821929,297.675475757880747,-4.922631515145497
255.750185259308978,-38.267633526122644,347.304793910420699,2.063514323595879
268.106805844941277,-45.931580393695000,345.973073098094687,-9.787924291510452
186.825159690888057,-56.564392851509169,299.592049595648007,6.150750655649387
250.389485617645335,-41.691107590917042,342.049156141172887,3.067331942481803
179.591233095383444,-60.165139572526918,296.371352731382501,2.028836081556613
229.071155193708535,-48.044658986966411,326.444103132148541,8.104103822181344
249.968064103434642,-36.380402626139471,345.841999261806336,6.813902990453474
248.790961420052497,-47.104439424219940,337.254283984674089,0.303562749685654
247.076575372578247,-43.595313216660692,338.994664778587435,3.580612732707012
237.840759582638583,-39.373642028576228,336.807941561044686,11.383323406735064
243.981551478052950,-25.418735677375786,350.600067660800789,17.987778440692413
216.677892094089543,-50.659239940666815,317.972180232604387,9.409294484514639
244.387713381274892,-41.021569820840561,339.435148839809415,6.802918197623960
191.079788289012498,-63.106293405692163,302.126995601133729,-0.245669734527439
250.863831284009621,-39.828653658305619,343.693012958955705,4.019124576187240
227.342077373805694,-40.296182236793861,329.533091998883663,15.345235963738743
266.193542235325197,-46.759388382042260,344.580625873886845,-9.051400989388430
252.232003113594601,-33.936212497463366,348.925245027079711,6.985174984799066
235.799366484488189,-33.351614030522214,339.463416608415343,17.070281176037916
252.443721284106857,-35.298382520101690,347.978935789460479,5.984272045386460
245.495704665630939,-41.998548785047952,339.332070035141328,5.525289593991967
213.348194342259291,-64.171589787257773,311.713453974407344,-2.706112459302871
263.198341515919878,-41.073874377507735,348.318067867297373,-4.235561697870710
234.204119246810961,-24.163805286442006,344.624081266264625,25.021482217821351
220.446240044749203,-64.349168648127119,314.524592162674821,-3.990052872900298
242.043187922065329,-48.482455976701459,333.073653891732476,2.532092550613775
236.431936358036495,-46.297473487075720,331.581794012726505,6.652865044296882
250.770925235968292,-39.634505435052795,343.793375643548188,4.200170346551943
216.314621566261394,-39.371483141727779,322.044800227329347,19.992971810688445
241.362652250116327,-16.815449759206292,355.607197656170854,25.630223942183566
232.670263556013310,-32.233130235975672,338.018475287661374,19.577903748084719
238.059797980764444,-36.242684004502813,339.014497574655934,13.662264599740242
178.297387556496773,-36.365261521347406,290.018982205800967,25.041638286999490
229.276330039768936,-37.539404158430095,332.395894221597132,16.861435572158165
245.445859149814964,-20.051514069204259,355.778110069334900,20.585717303673615
240.607111632899489,-45.616610037558722,334.262110202472627,5.318501748124161
250.750959574086295,-24.441446136187484,355.564103726878898,14.003941815236832
245.623636771462344,-25.181513648880632,351.838736501576761,17.057698919708539
260.991204479460009,-42.384766398140165,346.311481675376854,-3.584811765519483
252.420357192449757,-21.164913594272509,359.204610023341388,14.823298257087865
188.698704889545212,-33.833080435354056,298.983995435953545,28.911058185148505
225.149254909976293,-35.060535774049725,330.805713990827087,20.726234130093140
196.908693095184617,-65.877744754106473,304.587984003992233,-3.058088929426198
230.500034991759861,-35.271445229083128,334.586947159211093,18.183576321156210
194.216408165458375,-45.194439334554822,303.935439075329555,17.666734580781728
249.852280402035234,-38.100403784641287,344.480645798165881,5.748138512221459
219.869557101974976,-53.848663491527667,318.551471411550551,5.714210676134147
178.492017243019433,-56.608459233682886,295.047795501196788,5.381003416427953
227.272039606047798,-68.340108719393726,315.117105636741883,-8.788379924547726
264.535143332476991,-42.880407062464585,347.319063176881286,-6.041376179190840
180.970371262241713,-36.090248526758877,292.276223497710760,25.795563061205161
163.206774813876052,-68.756263012985329,292.493950868994716,-8.323086908213602
270.293832107346248,-42.817805880486794,349.505505664534269,-9.665235888498817
258.011074892243641,-49.646381967675019,339.148969511819416,-6.046102489829402
171.075567241311404,-47.265263090482357,287.949788557067848,13.055854137077368
194.320282075392242,-52.049091429199791,303.846469701778574,10.812282262841208
266.325792160691719,-31.580107232061234,357.707707367163948,-1.319615645609391
238.792408512393848,-34.240021790317179,340.835117348722690,14.782143958229991
207.435102014173083,-34.787262948531783,316.292599583453580,26.567328757202286
235.711950663648821,-61.777017958114783,321.778492172776794,-5.349110966748203
248.536489442009525,-34.838976123893815,346.226314331344668,8.707411621698784
169.987433933516002,-57.991772718107207,291.029181914695641,2.750050777838249
251.332787143000729,-37.321197949719711,345.842709358594959,5.372522003465631
240.255992411633400,-58.621267870547186,325.535869538814836,-4.335776778416757
263.419498703201896,-33.704812611508139,354.606209478526125,-0.379107495543948
169.447985438316522,-66.476267022885224,293.767754044909339,-5.285161353969316
241.168709008875965,-25.032395779229279,349.020314932995234,20.084012373057124
217.920141060029096,-52.180642893551102,318.126355644871694,7.708902762177990
214.975354171817514,-64.620629107470791,312.234083147663057,-3.358593560940291
253.893962405253234,-34.931581057681647,349.015837093900984,5.293594723004869
267.381857721411848,-45.663054426210635,345.958626472316951,-9.215768841174841
190.845849633623885,-36.009213676092955,301.106549793266197,26.833987497009481
232.046017005606302,-27.626194621706944,340.574081359786646,23.561781563933639
270.458113167669808,-33.566105962495335,357.751054377424566,-5.327695568883869
228.798861488265914,-45.641722122153801,327.576508584669170,10.239324200372847
171.126144279507997,-66.398306279949622,294.373580074944073,-4.981844093457888
177.131331593050675,-61.229020066437208,295.434551061671073,0.723593867370527
213.645711531365521,-28.823609137240826,324.108387084226081,30.606409003684117
208.470569848701473,-30.010828745274299,318.696944032362637,30.942132604674836
227.491968170334758,-29.158509203810212,336.033253490999414,24.665952092654909
239.976976603581505,-33.772572951577004,341.913279103618777,14.474766072846382
237.783707529767440,-33.762235682855646,340.507179220418493,15.691786032459952
249.730611207244721,-39.052989585747909,343.700377168559498,5.188512561674542
228.811385828180420,-27.857191271347801,337.899112778927531,25.080882018623669
238.461113819011757,-39.191973401478421,337.301621011279678,11.212434513804867
234.223455258982227,-36.843881297068364,336.152250847595838,15.136838024798273
257.462625027920353,-48.387336057767733,339.960912375508144,-5.015839903258960
239.522107088564439,-57.147740962792994,326.203150987058166,-2.964649725378604
243.474279503563764,-47.361568123922090,334.540845410903216,2.698841757533593
245.430388517262543,-17.441787939752764,357.897236581622451,22.294717497098123
214.994974499385165,-51.972633281516565,316.507658643417017,8.549890735345553
240.819022259267200,-46.522050250817024,333.770746297478240,4.542754323740180
253.046207704029797,-40.363307465543755,344.360682690411920,2.397908379001700
235.829974996055569,-39.799017110309009,335.306213469608224,12.031318764408315
245.259630642863527,-30.352600974285789,347.676780322341756,13.778654693867169
240.771788891687009,-48.537309972969702,332.409320305174163,3.053779250641208
170.418743959397034,-48.772918772378766,288.056419398099479,11.488967342592373
245.772300933953119,-34.848462655592542,344.653971492040625,10.363342955763292
254.566612949258513,-33.761858408629728,350.283678065026379,5.582864082555872
182.669803571238731,-32.687793443678657,293.091423001677128,29.403944716065116
178.646465190535082,-47.534838163454864,293.084441488487357,14.246943162029041
244.940769411752370,-40.404080424607457,340.172988613389464,6.945804029632792
194.157482886300016,-63.136997259443405,303.518400616465499,-0.271159767863235
185.860678588244667,-56.776115273082368,299.083553336516729,5.886306237853955
190.360178271609556,-51.112057894245147,301.329701406939364,11.728588639822513
237.052000749945535,-65.513948473670396,319.924306244864340,-8.655307457670570
171.973739463632739,-37.703079690849471,285.185460985513942,22.272808042667407
225.982237535400884,-44.384637943381442,326.494648084012169,12.341386966985516
246.024758618535714,-26.131304695489224,351.357153896464979,16.152239120722076
248.443153257954322,-20.713988565225439,357.164129092136079,18.012449477207653
192.327539576184108,-63.561362980170678,302.695064850228050,-0.690591521628546
237.552452983315021,-41.905357392605985,334.993428934714586,9.573857934218863
261.603661650023980,-42.820089269583967,346.201772139401498,-4.201862067554780
252.080490294965301,-36.083285908421864,347.182154006592555,5.710722802518808
165.032254785227451,-55.666643523878228,287.631392883849344,3.863212368323112
243.538785942360533,-57.087171119281528,327.866459275287582,-4.379842699881413
204.885037084365536,-72.504345469729003,306.578252636415016,-9.974003194273536
239.949730607879417,-56.314566194041454,326.923995994888060,-2.484274919885200
195.680480783778791,-41.233029200781331,305.213145465140144,21.588734497597898
151.482344763428841,-65.236602553501115,286.706822445797172,-7.719345116751227
229.522427960223041,-19.502231636477493,344.177596426303012,31.381161860279370
196.808518914840477,-36.559140904496289,306.466743478726983,26.204169043199439
190.715952078449760,-66.766814316219822,302.084548425620312,-3.909172326867847
224.546527285179764,-31.483823283320717,332.310131197175622,24.059799389853858
225.259564495248867,-36.535147498751613,330.091922873082865,19.409798243440935
152.935763970068081,-64.409343684215955,286.725266567370966,-6.686768651596302
249.536685245888066,-39.708090520130177,343.108909739872331,4.865281704334441
182.161203851224201,-61.510343029189897,297.851105064215005,0.938539804036013
252.578671890088089,-39.527707895439015,344.777563046734372,3.206194646822318
237.627590757198703,-55.885240761104221,326.202877850371522,-1.325768735524283
248.016755253354660,-18.958917315380642,358.328611277006928,19.435453275947392
174.477024442261239,-59.030220835906107,293.583736067424240,2.500484219679663
204.256235810011589,-44.426815339530513,311.449915937704361,17.689649374327370
247.794063508254339,-19.609753574909792,357.654253597892762,19.184971229584164
228.286399407909556,-59.251475673541819,320.175310950157325,-1.209127918630861
205.461354525730798,-43.781954717811821,312.473840999209244,18.153888014884426
247.171232868382162,-43.139830257074905,339.372672739956784,3.845016241963624
213.151189385141436,-47.558369483705455,316.836004360946561,13.110196457751330
251.604542586546842,-29.873277376601592,351.753941912457833,9.979406232184688
185.100735020967846,-63.058974818598351,299.425100750147010,-0.398731947020683
237.870410837275330,-63.823510507575335,321.276464138578888,-7.565271164633123
210.445820917108080,-61.312844494738030,311.271537545418767,0.414691186240549
230.213358148161120,-35.594166318752478,334.191463151035066,18.051565345932133
158.449121980012478,-65.806423489349129,289.449692968211025,-6.604889007019603
201.166804997542499,-62.287904967633537,306.784513748529264,0.335023876825550
171.822797418821835,-37.533902223542256,285.001152979463711,22.390496264944954
239.515739944692825,-27.446445834735279,346.103305925533107,19.386268011019322
233.190311589638611,-47.999332021476576,328.778674031377648,6.610721929359690
242.405627037384107,-32.730283602414147,344.174977436281495,13.840904172534762
213.046744007351720,-45.765527167020785,317.352164243853110,14.833145158850344
181.203310723859659,-30.918741067170462,291.278586230299879,30.895778432898318
228.147049594682329,-46.961930100821277,326.483226961489322,9.353292062886393
196.261279203854940,-45.650064482060799,305.419964102139659,17.155939955792853
252.570137238580571,-53.174868594390425,334.261010249491676,-5.506170054749020
264.886520556359358,-42.978627808602390,347.371071381021693,-6.311865319617907
247.573677933553256,-38.275358421656428,343.140325991560076,6.957916735911034
246.143870075702239,-51.763590041670888,332.689473588862768,-1.653457323628846
234.138834023806140,-54.903467360262162,325.224789812677329,0.657053059489224
251.104124915037715,-33.679607361452064,348.518380294124938,7.869108439393447
250.120055192804216,-22.932720658881632,356.399380672837310,15.402984001901258
258.442891979200169,-40.048711617811527,347.125357812923710,-0.674765603092134
225.216113306842175,-43.522630791801085,326.439190624526191,13.363296477738688
244.621592524638231,-34.001879703574012,344.599632130182044,11.634071012194891
208.437682711218201,-70.828330163665527,308.048964431100956,-8.578208661831921
243.607130154854929,-27.164938862638138,349.030704845839921,17.027584691413420
212.134468077063815,-61.208953124750543,312.079895165468827,0.285920704520698
253.542236945234833,-24.477376304024936,357.149786072477411,11.986603868458646
192.723594685336764,-62.993238859919920,302.870214978255660,-0.121553981468416
230.755031875709790,-49.395915870214580,326.649908755891033,6.366860881258008
243.930235904394948,-15.446692238995672,358.542379904577842,24.682234290690079
249.965759119858916,-43.648035658744121,340.374001666503489,2.006183474572462
186.729229019637188,-43.712402349400890,298.251062466944575,18.936371848968371
248.407289969858510,-60.019233552140378,327.536986507197014,-8.243197972753967
243.531781258102740,-47.124379250685735,334.732777614327006,2.843861199477873
242.860606586825952,-24.954692092453950,350.217845649879223,19.042726454254719
188.735347173672466,-57.040713338703640,300.678198982688286,5.758831599105984
249.454781665859826,-40.559418893753012,342.430139995192917,4.344776596769391
165.618946644761394,-63.281723130857351,291.039794831932909,-2.953987725480296
232.671670566873047,-30.840988743041336,338.919402080185591,20.683600039829880
